id,prime_id,student_id,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,prob10,prob11,prob12,prob13,prob14,prob15,prob16,prob17,prob18,prob19,prob20,prob21,prob22,prob23,prob24,prob25,prob26,prob27,prob28,prob29,prob30,prob31,prob32,prob33,prob34,prob35,prob36,prob37,prob38,prob39,prob40
7558,30,1890,4,2,1,2,1,2,3,2,1,3,5,4,2,1,4,5,4,3,3,2,3,3,5,2,5,2,5,2,3,5,4,1,5,5,3,2,3,3,2,4
7559,31,1890,2,2,1,5,2,3,1,5,3,3,1,2,5,2,4,3,4,5,5,3,5,2,3,3,4,3,1,2,4,4,4,1,2,5,4,4,5,1,4,3
7560,32,1890,2,1,4,4,4,1,3,2,4,2,3,2,3,3,3,3,2,2,4,3,1,2,3,2,2,,,,,,,,,,,,,,,
7561,29,1891,4,4,3,4,1,3,2,3,5,3,2,5,4,2,1,4,5,4,1,4,4,1,5,3,5,4,2,3,4,4,1,5,5,5,4,1,2,1,5,2
7562,30,1891,4,2,1,2,1,2,3,2,4,3,5,4,3,2,4,5,4,5,4,2,3,3,4,1,1,3,5,2,3,4,4,5,3,4,3,4,3,3,1,5
7563,31,1891,2,1,5,1,4,3,1,5,2,5,0,2,5,2,4,3,4,5,5,3,5,2,3,3,4,3,1,2,2,4,3,3,5,4,1,3,5,1,4,3
7564,32,1891,2,1,2,4,1,1,3,4,4,2,2,4,4,3,1,3,3,2,4,3,1,2,3,2,4,,,,,,,,,,,,,,,
7565,29,1892,4,3,3,1,1,1,1,5,5,5,5,2,4,2,1,3,1,4,1,4,4,1,2,3,4,4,2,3,4,2,5,5,3,4,4,1,2,1,5,2
7566,30,1892,4,4,1,2,1,2,3,1,4,3,5,4,1,1,1,5,4,2,3,2,3,3,5,2,5,2,5,2,3,4,4,5,3,5,3,4,3,2,1,5
7567,31,1892,2,1,1,2,1,3,1,5,2,4,4,4,5,4,4,1,4,5,5,3,3,2,3,3,4,3,1,2,5,3,5,5,2,5,4,4,5,1,4,3
7568,32,1892,2,1,3,4,1,1,3,4,4,2,3,4,4,1,1,3,1,2,4,3,1,2,3,4,1,,,,,,,,,,,,,,,
7569,29,1893,4,3,3,4,3,4,1,5,5,3,2,2,4,2,1,5,1,5,2,4,4,1,2,3,3,1,2,2,4,4,2,2,5,4,4,1,3,1,5,2
7570,30,1893,4,2,1,2,1,2,3,2,1,3,5,5,2,2,5,5,4,5,4,2,3,2,3,2,5,3,5,2,3,1,2,4,3,5,5,4,3,2,4,4
7571,31,1893,2,2,1,5,4,3,1,0,4,5,5,2,5,3,3,3,4,5,5,3,5,2,3,2,4,4,1,2,4,3,2,1,2,2,2,2,5,1,4,3
7572,32,1893,2,1,2,3,3,1,3,4,4,2,3,4,3,1,2,3,1,2,4,3,4,2,3,2,1,,,,,,,,,,,,,,,
7573,29,1894,4,3,1,4,3,4,1,3,5,4,2,2,4,2,1,5,1,4,1,4,4,1,2,3,3,2,2,3,4,1,2,5,3,1,4,1,1,1,5,2
7574,30,1894,4,2,1,2,1,5,3,2,1,3,5,4,2,1,4,5,4,2,4,5,3,3,5,2,5,3,5,2,3,1,3,5,1,5,3,3,5,2,5,4
7575,31,1894,2,1,5,1,4,3,1,4,2,3,5,2,2,4,2,2,4,5,5,3,3,2,3,5,4,3,5,3,2,4,2,3,5,5,4,4,2,1,1,3
7576,32,1894,2,4,2,4,1,1,3,4,4,1,3,3,4,2,4,3,1,2,4,2,1,2,4,3,1,,,,,,,,,,,,,,,
7577,29,1895,4,3,4,4,3,1,1,5,5,3,2,2,4,1,5,5,5,4,1,4,2,1,3,1,5,4,2,4,4,1,1,2,5,4,4,1,1,1,5,2
7578,30,1895,4,2,1,5,1,1,2,1,1,3,5,2,2,5,4,5,4,3,2,5,3,3,5,2,5,3,2,2,3,1,3,3,1,5,3,4,3,2,1,5
7579,31,1895,2,1,1,5,4,3,1,3,4,5,3,2,3,2,4,1,4,5,5,3,3,2,3,2,4,3,1,2,4,4,3,1,5,4,2,2,5,4,4,3
7580,32,1895,2,3,2,4,1,1,3,4,4,2,3,3,1,3,1,3,1,2,4,3,1,2,2,2,4,,,,,,,,,,,,,,,
7581,29,1896,4,3,3,4,3,1,1,3,5,1,2,2,4,2,1,1,1,4,1,4,4,1,5,3,3,1,2,3,1,4,1,4,3,4,1,1,2,1,3,5
7582,30,1896,4,2,1,2,1,2,3,1,1,3,4,4,2,5,4,5,4,2,4,2,3,3,5,1,5,3,5,2,2,1,4,3,1,5,3,5,4,4,2,4
7583,31,1896,2,1,1,2,4,3,1,4,2,3,5,2,5,3,3,1,4,5,5,3,3,5,3,2,4,3,1,4,4,4,3,1,2,4,4,4,2,4,4,3
7584,32,1896,3,1,2,4,1,1,3,4,4,2,3,4,4,1,1,3,4,2,4,4,1,2,3,2,1,,,,,,,,,,,,,,,
7585,29,1897,4,3,3,4,1,4,1,3,5,3,2,2,4,2,1,4,1,4,1,4,3,1,2,3,5,4,2,3,4,4,3,3,1,4,1,3,3,2,5,2
7586,30,1897,4,4,1,2,1,2,3,3,1,3,5,4,4,2,4,5,4,3,4,5,3,1,5,2,5,3,5,4,3,1,4,4,1,3,3,5,3,2,4,4
7587,31,1897,2,1,1,1,4,3,1,4,4,5,4,4,5,3,4,4,4,5,5,3,3,2,3,2,4,3,1,2,4,5,4,4,4,4,4,4,5,1,4,4
7588,32,1897,2,1,2,4,3,1,3,4,4,2,3,4,4,3,1,3,1,2,4,3,1,2,3,2,1,,,,,,,,,,,,,,,
7589,29,1898,4,1,3,4,1,4,1,2,5,1,2,2,3,2,5,5,5,4,1,4,4,1,2,3,1,1,5,3,4,3,1,5,3,4,4,1,1,1,5,2
7590,30,1898,4,5,1,2,1,2,3,2,1,1,5,4,2,2,4,5,4,3,3,2,3,2,5,4,5,2,5,2,2,5,3,5,1,3,3,3,5,4,1,4
7591,31,1898,2,2,1,1,4,3,1,4,2,3,5,2,1,3,4,2,4,5,5,3,5,2,3,2,4,3,1,2,4,4,5,3,2,4,1,4,5,1,4,3
7592,32,1898,2,4,2,4,3,1,1,4,4,2,3,3,4,3,2,3,1,2,4,4,3,2,3,2,4,,,,,,,,,,,,,,,
7593,29,1899,4,3,1,4,1,1,1,3,5,5,2,5,4,2,5,4,1,2,3,4,3,1,1,3,5,3,2,3,1,1,3,2,5,2,4,1,1,4,3,2
7594,30,1899,4,2,1,2,1,1,3,2,1,3,5,4,4,2,4,5,1,3,3,3,3,3,5,2,5,3,1,2,1,1,4,4,5,5,3,4,3,3,5,5
7595,31,1899,2,1,1,5,4,3,1,4,2,5,5,2,5,2,3,1,4,5,5,3,3,2,3,3,4,3,1,2,4,4,5,1,5,5,1,4,1,1,4,3
7596,32,1899,2,1,2,4,1,1,1,4,4,2,3,3,4,3,1,3,1,2,4,3,1,2,4,2,1,,,,,,,,,,,,,,,
7597,29,1900,4,3,3,4,1,1,2,5,4,5,2,2,4,1,1,5,1,4,1,4,4,1,2,3,5,5,2,3,4,1,5,5,3,4,4,1,4,1,3,2
7598,30,1900,4,2,1,2,2,5,3,1,1,3,5,4,1,1,4,3,4,5,1,5,3,3,5,4,2,3,5,2,3,1,1,1,4,5,3,4,3,2,1,2
7599,31,1900,2,2,1,2,4,3,1,5,2,3,3,2,5,4,3,3,4,5,5,3,3,2,3,3,4,3,1,2,4,4,3,4,5,3,3,1,5,1,4,3
7600,32,1900,2,1,2,4,1,1,1,4,4,2,3,3,4,1,3,3,1,2,4,3,1,2,4,2,1,,,,,,,,,,,,,,,
7601,29,1901,4,3,3,4,1,1,1,5,5,3,2,5,4,2,1,5,5,4,1,4,4,1,5,2,5,4,2,3,1,1,2,2,3,4,4,1,1,1,5,2
7602,30,1901,4,2,1,2,1,4,3,3,1,3,5,4,2,2,4,5,4,3,5,5,3,3,4,1,5,3,5,1,3,1,2,2,1,5,3,4,3,2,2,2
7603,31,1901,2,1,1,5,4,3,1,2,2,2,4,2,5,2,2,2,4,4,5,3,3,2,3,2,4,3,1,0,2,3,2,1,5,2,2,2,5,1,4,2
7604,32,1901,3,1,2,3,2,1,3,4,4,4,3,4,4,3,1,3,1,1,4,3,1,2,3,2,1,,,,,,,,,,,,,,,
7605,29,1902,4,3,3,4,1,1,2,2,5,5,2,5,4,2,1,5,1,3,1,4,4,1,2,3,5,3,2,3,4,1,5,5,3,3,4,1,5,1,5,2
7606,30,1902,4,4,1,2,2,2,3,2,1,3,4,4,2,5,4,5,4,5,4,5,3,3,4,2,5,3,5,2,3,5,4,3,4,2,3,4,2,2,1,3
7607,31,1902,2,1,1,2,5,3,1,3,5,5,5,2,4,3,4,4,4,5,5,3,3,2,3,2,4,3,1,2,5,1,4,4,3,3,1,4,5,1,4,3
7608,32,1902,2,3,2,4,3,1,3,4,4,4,3,4,3,1,3,3,4,2,4,3,1,2,3,2,4,,,,,,,,,,,,,,,
7609,29,1903,4,3,3,4,1,1,1,3,5,4,5,5,4,2,1,5,1,4,1,4,4,1,2,3,3,4,2,5,4,1,5,5,3,4,4,1,1,5,5,5
7610,30,1903,4,2,1,3,1,2,3,1,2,3,5,4,2,2,4,2,4,5,4,2,3,3,5,2,5,1,5,2,3,1,2,2,4,2,3,4,2,2,2,2
7611,31,1903,2,2,5,5,4,3,1,4,2,5,5,2,4,4,4,4,4,5,5,3,3,2,3,4,4,3,1,2,4,4,4,4,4,4,4,4,4,1,5,4
7612,32,1903,2,1,2,3,4,1,3,4,4,2,3,3,4,1,3,3,1,2,4,3,1,1,3,2,1,,,,,,,,,,,,,,,
7613,29,1904,4,4,3,2,4,4,1,3,5,3,2,2,4,2,1,5,1,4,1,4,3,1,2,5,5,2,2,3,4,1,5,4,3,4,4,1,2,1,5,2
7614,30,1904,4,2,1,2,2,4,3,1,1,2,5,4,2,2,4,5,4,3,4,5,3,3,1,2,5,2,5,2,3,5,4,3,1,5,3,4,3,2,5,5
7615,31,1904,2,1,5,1,1,5,1,3,4,3,2,2,5,3,4,2,4,5,5,3,5,2,3,3,4,3,1,5,4,4,1,3,5,2,4,1,5,1,4,3
7616,32,1904,2,4,2,4,1,1,3,4,4,1,3,2,3,3,4,3,1,2,4,3,1,2,4,2,1,,,,,,,,,,,,,,,
7617,29,1905,4,3,3,4,4,1,1,3,5,5,4,3,4,2,1,3,1,4,5,3,4,1,2,3,5,2,2,3,4,5,2,2,3,4,4,1,1,1,5,2
7618,30,1905,4,2,1,1,2,2,4,2,5,3,5,4,2,2,4,5,4,5,4,2,3,3,5,2,5,4,5,2,3,1,4,5,1,3,5,4,3,3,1,4
7619,31,1905,1,2,1,2,4,3,1,2,4,2,5,2,5,1,2,2,4,5,5,3,3,2,3,3,4,3,1,5,4,5,2,1,2,4,1,4,2,1,5,1
7620,32,1905,2,4,2,4,2,1,3,4,4,2,3,3,4,3,2,3,1,3,4,3,1,2,3,2,1,,,,,,,,,,,,,,,
7621,29,1906,4,3,3,4,3,1,2,5,5,3,2,1,4,2,1,3,5,4,1,4,5,1,5,3,4,1,2,3,4,1,1,2,3,4,4,1,1,1,5,2
7622,30,1906,4,2,1,2,2,2,3,2,2,3,5,4,2,2,4,5,4,4,5,5,3,3,5,2,5,5,5,5,3,1,4,5,2,5,3,3,3,2,1,5
7623,31,1906,2,4,5,2,4,3,1,2,1,1,3,2,5,4,4,2,1,4,5,5,5,2,3,3,4,3,1,2,4,1,2,1,2,5,1,4,2,1,4,3
7624,32,1906,2,1,2,4,3,1,3,4,4,2,3,3,4,1,1,3,1,3,4,3,1,4,3,2,4,,,,,,,,,,,,,,,
7625,29,1907,4,3,1,2,3,4,3,3,5,5,2,2,4,1,1,4,5,4,1,4,3,1,2,3,3,4,2,3,1,4,4,4,5,4,4,1,2,1,5,2
7626,30,1907,4,2,1,2,1,2,4,2,1,3,5,4,2,2,4,4,1,3,4,2,3,2,5,2,5,3,5,2,3,1,4,4,1,2,3,4,3,3,5,5
7627,31,1907,2,1,1,1,4,3,1,4,5,3,5,2,5,4,2,2,1,5,5,2,5,2,3,2,4,3,1,3,2,4,3,2,2,4,2,2,5,1,4,3
7628,32,1907,2,1,2,3,2,3,2,4,3,2,3,3,3,2,2,3,3,2,4,4,3,2,3,2,4,,,,,,,,,,,,,,,
7629,29,1908,4,4,1,4,1,1,1,3,5,5,2,2,4,2,1,5,5,5,1,4,4,1,2,3,3,2,2,3,4,1,5,2,5,5,5,5,5,1,5,2
7630,30,1908,4,2,1,2,1,2,3,1,1,3,5,4,2,2,4,5,4,5,5,5,3,3,3,4,2,3,3,2,3,5,4,5,1,5,5,5,3,5,5,5
7631,31,1908,2,1,1,1,4,3,1,0,2,2,5,2,2,3,4,0,4,5,5,3,3,2,3,3,4,3,1,2,5,4,5,5,5,5,5,5,5,5,4,5
7632,32,1908,1,1,2,4,1,1,3,4,4,1,3,3,4,3,1,3,1,2,4,3,1,2,4,2,1,,,,,,,,,,,,,,,
7633,29,1909,4,3,3,4,3,1,5,1,5,5,2,3,4,2,1,5,1,4,2,4,4,1,3,3,5,3,2,4,4,1,2,3,3,4,4,1,1,1,5,2
7634,30,1909,4,2,1,1,1,2,3,2,1,3,5,5,3,4,5,5,1,3,4,2,3,3,4,1,5,3,5,2,3,4,3,4,1,5,3,5,3,2,3,2
7635,31,1909,2,1,1,1,4,3,1,5,5,3,5,2,4,3,4,2,4,5,5,3,3,2,3,2,4,3,1,2,4,4,2,1,5,5,2,2,5,1,4,3
7636,32,1909,2,3,2,4,1,1,1,2,4,2,3,4,1,1,1,3,1,2,4,4,1,2,2,1,1,,,,,,,,,,,,,,,
7637,29,1910,4,3,3,4,3,1,1,3,5,3,2,2,4,1,5,4,3,4,1,4,4,1,5,5,5,4,2,3,4,1,1,5,5,3,4,1,3,5,5,2
7638,30,1910,4,2,1,2,1,4,3,3,2,3,5,4,2,2,4,5,4,3,4,5,3,3,5,2,2,3,5,1,3,1,4,5,5,5,2,4,3,2,5,5
7639,31,1910,2,1,1,2,4,3,1,5,4,3,3,2,2,3,1,4,4,5,5,3,5,2,3,2,3,3,1,2,4,5,4,1,2,4,4,4,5,1,1,3
7640,32,1910,2,1,2,1,1,1,1,4,4,2,1,3,3,3,3,3,4,1,4,3,1,2,4,2,1,,,,,,,,,,,,,,,
7641,29,1911,4,3,3,4,1,1,5,3,5,5,5,5,4,2,1,4,5,5,1,4,4,1,2,3,3,2,2,3,4,1,5,5,3,4,4,1,2,1,5,2
7642,30,1911,4,2,1,2,1,2,5,2,1,3,5,4,1,1,4,5,4,2,3,2,3,3,5,2,5,1,5,2,3,1,4,1,5,4,3,4,3,2,5,3
7643,31,1911,2,2,1,1,4,3,1,1,4,3,3,1,5,2,4,2,4,5,5,3,4,5,3,2,4,3,1,2,4,4,2,1,5,2,2,2,5,1,4,3
7644,32,1911,2,1,2,4,1,1,2,4,4,2,3,1,4,3,4,2,4,1,4,3,4,4,3,2,4,,,,,,,,,,,,,,,
7645,29,1912,4,3,4,4,4,1,1,3,5,3,2,3,4,1,1,4,5,4,1,4,4,1,2,3,4,4,2,3,4,4,4,2,4,4,4,3,1,1,3,3
7646,30,1912,4,2,1,2,2,4,3,2,1,3,5,4,2,1,4,5,4,2,4,2,3,3,5,4,5,4,5,2,3,5,1,5,5,5,3,4,3,5,5,2
7647,31,1912,2,1,1,2,4,3,1,5,2,5,5,2,5,3,3,3,4,5,5,5,3,2,3,3,4,3,1,2,4,4,2,1,2,4,4,4,2,1,4,2
7648,32,1912,2,1,2,4,1,1,2,4,4,2,3,4,4,3,1,3,1,2,4,3,1,2,4,2,1,,,,,,,,,,,,,,,
7649,29,1913,4,3,1,4,3,3,1,5,5,5,2,1,3,2,1,5,5,4,1,4,4,1,2,1,5,4,2,3,4,4,3,1,3,4,4,1,1,1,5,2
7650,30,1913,4,2,2,2,1,5,4,2,1,1,5,4,2,1,4,4,4,2,2,2,3,3,5,2,5,1,5,5,3,5,1,2,1,5,3,3,3,1,1,5
7651,31,1913,2,3,1,5,4,3,1,5,2,5,5,2,5,4,4,2,4,5,5,3,3,2,3,3,4,3,1,2,5,4,3,1,5,3,4,4,1,1,4,3
7652,32,1913,1,1,2,3,2,2,1,4,4,2,3,3,1,3,3,3,4,2,4,3,3,2,1,2,2,,,,,,,,,,,,,,,
7653,29,1914,4,3,3,4,3,3,2,5,5,5,2,2,4,2,1,5,2,4,2,4,5,2,1,3,5,1,2,3,4,4,1,5,3,4,4,1,3,1,3,2
7654,30,1914,4,4,1,2,1,2,3,2,1,3,5,4,2,2,0,3,4,2,3,5,3,3,5,2,5,3,5,2,1,1,4,5,4,3,3,3,3,2,5,4
7655,31,1914,2,1,2,2,4,3,1,5,2,5,3,2,5,3,4,3,4,1,5,3,3,2,3,3,4,3,1,2,4,2,3,1,5,4,4,4,3,0,4,3
7656,32,1914,3,1,2,4,4,1,3,4,4,2,3,2,3,3,1,3,1,2,4,3,1,2,3,2,4,,,,,,,,,,,,,,,
7657,29,1915,4,3,3,4,1,1,5,3,5,3,2,2,4,2,1,4,1,4,2,4,4,1,2,2,5,2,3,3,1,1,5,2,3,4,4,1,1,1,5,2
7658,30,1915,4,4,1,2,1,2,5,2,5,3,5,4,1,4,4,5,4,2,4,5,3,3,2,4,2,3,5,1,3,1,4,5,5,5,3,4,3,2,1,4
7659,31,1915,2,1,1,5,4,3,1,5,2,4,3,1,5,1,3,3,4,5,5,5,3,2,3,3,4,2,1,2,4,3,3,1,1,3,4,1,5,1,4,2
7660,32,1915,2,3,2,4,1,1,1,4,4,2,3,4,4,1,1,3,4,2,4,3,4,2,4,2,1,,,,,,,,,,,,,,,
7661,29,1916,4,3,3,4,4,1,2,3,5,3,2,2,4,1,1,3,5,4,2,4,4,1,5,2,5,4,2,2,4,1,1,2,3,4,4,1,1,1,5,2
7662,30,1916,4,2,1,2,1,5,3,1,1,2,5,4,2,1,1,5,4,3,4,5,3,3,5,1,5,1,5,2,3,4,4,5,1,1,3,4,3,4,1,5
7663,31,1916,1,2,1,2,2,3,1,4,2,2,3,2,4,1,4,3,1,4,5,3,5,2,3,3,4,3,1,2,4,4,2,1,2,2,1,5,3,1,4,3
7664,32,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
7665,29,1917,4,3,3,4,1,1,1,3,5,4,2,2,4,5,1,5,1,4,1,4,4,1,2,3,5,5,2,3,4,1,5,5,3,2,4,1,1,1,5,4
7666,30,1917,4,2,1,2,2,2,3,2,1,3,5,4,4,4,2,4,4,5,5,2,3,1,5,4,5,3,5,2,3,1,4,3,1,3,3,4,3,2,5,3
7667,31,1917,2,2,1,2,4,3,2,4,5,3,3,2,5,3,1,3,4,5,5,3,3,2,3,2,4,3,1,2,2,3,1,1,5,5,4,1,1,1,4,3
7668,32,1917,3,1,2,4,1,1,3,4,4,2,3,2,3,3,3,3,1,2,4,3,1,2,3,2,2,,,,,,,,,,,,,,,
7669,29,1918,4,3,3,4,1,4,1,3,5,3,2,3,4,2,1,5,5,4,1,4,4,1,2,3,5,4,3,3,4,4,3,3,5,4,4,1,2,1,2,2
7670,30,1918,4,2,2,2,1,4,3,2,1,3,5,4,2,2,4,3,4,2,1,2,3,3,5,2,5,2,5,2,3,1,4,5,1,5,3,3,4,3,5,5
7671,31,1918,2,1,1,5,4,3,1,2,4,5,5,2,1,4,3,3,4,4,5,3,3,2,3,2,4,3,1,2,1,5,5,1,5,5,2,2,2,1,4,3
7672,32,1918,2,3,4,4,3,1,1,4,4,2,3,3,4,4,2,3,2,2,4,3,1,2,4,2,1,,,,,,,,,,,,,,,
7673,29,1919,4,3,1,4,1,1,1,5,4,1,2,1,4,2,1,5,1,4,1,4,4,1,2,3,3,2,1,3,4,1,4,5,3,4,4,1,4,1,5,3
7674,30,1919,4,2,1,2,1,3,3,2,1,3,5,4,2,1,4,5,4,2,4,2,3,3,4,1,2,4,1,2,3,1,4,5,4,3,2,4,3,2,5,5
7675,31,1919,2,4,1,2,1,3,1,3,2,3,3,2,2,4,4,1,4,5,5,3,5,2,3,2,4,3,1,2,4,5,3,1,2,4,1,3,1,1,4,5
7676,32,1919,1,1,2,4,1,1,3,4,4,2,3,2,3,3,3,3,1,2,4,3,1,2,3,2,1,,,,,,,,,,,,,,,
7677,29,1920,4,3,3,1,3,1,1,3,1,5,2,4,4,2,1,5,1,4,1,4,4,1,5,2,5,4,2,3,4,4,0,5,3,4,4,1,3,1,5,2
7678,30,1920,4,2,1,2,1,3,3,1,1,3,5,1,2,5,4,5,4,3,5,5,3,4,3,1,5,4,5,2,3,2,5,4,5,5,3,5,3,2,5,5
7679,31,1920,2,1,1,5,4,2,1,1,2,5,3,2,2,3,0,3,4,5,5,3,5,2,3,3,4,3,1,3,5,5,3,5,3,4,1,5,5,1,4,3
7680,32,1920,2,1,2,4,2,1,3,4,4,4,3,3,3,1,1,3,4,2,4,3,1,2,4,2,2,,,,,,,,,,,,,,,
7681,29,1921,4,3,3,4,3,4,1,1,1,1,2,3,4,2,2,5,1,4,4,4,4,1,5,3,5,5,2,3,4,1,5,3,3,4,4,1,3,1,5,2
7682,30,1921,4,2,1,2,1,4,3,2,1,3,5,4,2,4,4,3,4,2,4,2,3,3,5,2,2,3,5,2,3,1,5,5,1,5,3,3,3,2,5,5
7683,31,1921,2,1,1,5,5,3,2,4,2,5,3,4,4,4,4,4,4,5,5,3,3,2,1,2,4,3,1,2,2,4,4,3,4,4,4,4,3,1,4,4
7684,32,1921,1,1,2,3,3,1,1,4,4,2,3,3,4,3,4,3,1,2,4,3,1,2,2,2,1,,,,,,,,,,,,,,,
7685,29,1922,4,3,3,1,1,1,1,5,5,5,2,2,4,2,5,5,1,4,1,4,4,1,5,3,5,3,2,3,4,1,1,2,3,4,4,1,3,1,5,2
7686,30,1922,4,2,1,3,1,4,5,2,1,1,5,4,2,1,1,5,4,3,2,5,3,3,5,2,2,3,5,2,3,1,4,5,5,1,3,1,3,3,3,5
7687,31,1922,2,14,24,3,1,3,1,4,2,3,3,2,2,4,3,1,4,4,3,3,5,5,3,2,4,3,1,2,5,4,3,3,2,4,2,3,5,1,4,3
7688,32,1922,3,1,2,4,2,1,2,4,4,1,3,1,1,3,3,3,1,2,4,3,1,3,3,3,4,,,,,,,,,,,,,,,
7689,29,1923,4,3,1,4,1,1,2,3,5,4,2,3,4,2,1,2,1,4,1,4,4,1,5,3,3,4,2,3,1,1,2,5,3,4,4,1,1,1,5,2
7690,30,1923,4,2,1,2,1,4,3,1,1,3,5,2,2,2,4,5,4,3,3,5,1,3,5,2,5,3,3,2,1,3,1,4,3,3,3,4,3,2,1,4
7691,31,1923,2,2,1,5,4,3,1,3,4,1,3,4,2,2,4,1,1,5,5,3,3,2,3,5,4,3,1,2,5,4,4,1,2,4,1,3,1,1,4,3
7692,32,1923,2,1,2,4,3,1,3,4,4,2,3,3,4,3,3,3,1,2,4,3,1,2,3,1,4,,,,,,,,,,,,,,,
7693,29,1924,4,3,3,4,3,4,1,3,4,3,2,2,4,2,1,3,1,4,1,4,4,1,2,3,3,4,2,3,4,1,5,3,5,4,4,1,4,1,1,2
7694,30,1924,4,2,1,2,2,2,3,2,1,3,5,4,2,2,4,5,4,2,3,5,3,3,2,2,5,5,5,5,3,1,4,3,3,5,3,3,3,5,4,3
7695,31,1924,2,3,1,5,4,2,2,4,2,3,3,2,2,3,3,3,4,5,5,3,5,2,3,3,4,3,1,2,4,3,3,3,3,3,3,3,4,1,4,3
7696,32,1924,2,1,2,1,1,2,3,4,4,1,4,4,4,2,3,3,1,2,4,3,3,2,3,3,1,,,,,,,,,,,,,,,
7697,29,1925,4,4,1,4,1,1,1,3,2,2,2,3,4,2,1,3,1,4,1,4,4,1,1,3,3,2,2,3,4,4,2,4,5,4,4,1,1,1,3,2
7698,30,1925,4,2,1,2,1,2,3,1,1,3,5,2,2,4,4,3,4,3,4,2,3,3,4,2,5,3,5,2,4,1,4,3,2,3,3,1,4,2,1,5
7699,31,1925,2,1,1,2,4,3,1,4,2,5,4,2,5,3,4,3,4,5,5,3,5,2,3,2,4,3,1,2,5,5,1,4,2,4,4,2,3,2,4,4
7700,32,1925,2,1,2,4,1,1,3,4,4,2,3,2,4,3,1,3,1,2,4,3,1,1,4,2,1,,,,,,,,,,,,,,,
7701,29,1926,4,3,3,4,5,1,1,4,1,3,2,2,4,2,1,2,1,4,1,4,4,1,2,3,3,1,2,3,4,1,3,5,3,4,2,1,4,4,5,2
7702,30,1926,4,2,1,1,1,2,3,1,1,3,5,4,2,5,4,5,4,5,2,2,3,1,5,2,5,4,5,2,3,4,4,2,4,4,3,4,3,2,4,4
7703,31,1926,2,1,1,1,1,3,4,1,2,4,2,2,5,2,4,4,1,5,5,3,5,2,3,5,4,3,1,2,4,4,4,1,2,4,4,4,4,1,4,3
7704,32,1926,3,1,2,3,2,1,1,4,4,2,3,1,3,3,1,3,1,2,4,3,3,1,3,1,1,,,,,,,,,,,,,,,
7705,29,1927,4,3,3,4,1,1,2,3,5,2,5,5,4,1,1,5,1,4,1,4,4,1,5,2,5,5,2,3,4,1,5,5,3,4,4,1,5,1,5,2
7706,30,1927,4,2,1,2,1,2,3,2,1,3,1,4,2,2,4,2,4,2,2,5,3,3,5,2,5,3,5,2,3,1,2,2,1,5,3,4,3,2,2,2
7707,31,1927,2,1,1,2,4,2,1,5,5,3,4,2,2,1,4,5,4,5,5,3,3,2,3,2,4,3,1,5,4,5,5,5,5,5,5,5,5,1,4,4
7708,32,1927,2,1,2,4,1,1,1,4,4,2,3,4,4,3,2,3,1,2,4,3,1,2,3,2,1,,,,,,,,,,,,,,,
7709,29,1928,4,4,4,1,1,1,2,5,5,4,2,3,4,1,1,2,1,4,1,4,4,1,4,3,4,1,2,3,4,1,3,2,3,4,4,1,1,1,5,2
7710,30,1928,4,2,1,2,1,4,3,2,1,3,5,2,2,4,3,5,4,3,3,2,3,3,5,4,1,3,5,1,3,1,3,3,1,5,3,4,3,2,1,3
7711,31,1928,2,1,1,2,4,3,1,4,4,3,3,2,1,1,4,1,4,5,5,3,3,5,3,2,4,3,1,2,4,5,3,3,2,4,1,2,2,1,4,2
7712,32,1928,2,3,2,4,1,1,2,4,4,2,3,4,1,1,1,3,1,2,4,3,1,2,4,2,4,,,,,,,,,,,,,,,
7713,29,1929,4,3,3,4,1,1,1,5,1,4,2,2,4,2,1,5,1,4,2,4,4,1,2,1,3,3,2,3,4,1,1,5,3,4,4,4,1,1,5,2
7714,30,1929,4,2,1,2,2,4,3,5,1,1,5,1,4,2,3,5,4,2,3,5,3,3,5,4,5,5,5,2,3,4,2,5,5,5,3,4,3,3,1,4
7715,31,1929,2,1,5,1,4,3,1,3,2,2,5,2,5,3,4,1,4,5,5,5,3,2,3,2,4,3,1,2,4,5,5,1,2,4,3,3,3,3,3,3
7716,32,1929,2,1,2,4,4,1,3,4,4,2,4,3,1,1,1,3,4,2,4,3,1,2,3,3,2,,,,,,,,,,,,,,,
7717,29,1930,4,3,3,4,3,1,3,3,4,5,2,2,4,2,1,5,1,4,1,4,4,1,2,3,5,5,2,3,4,1,1,3,2,4,4,1,2,1,2,4
7718,30,1930,4,5,1,3,1,2,5,2,3,3,4,4,2,2,4,5,4,3,3,5,3,2,5,2,5,1,5,1,3,1,3,3,4,3,3,4,3,2,5,2
7719,31,1930,1,2,1,5,2,3,1,4,2,5,3,4,5,3,4,4,1,5,5,3,3,2,3,2,4,3,1,2,4,4,4,4,5,4,4,4,4,1,4,3
7720,32,1930,2,1,2,4,2,1,3,4,4,2,3,4,4,1,1,3,1,2,4,3,3,2,3,2,1,,,,,,,,,,,,,,,
7721,29,1931,4,3,3,4,1,4,1,2,4,5,2,2,4,1,0,5,1,4,1,4,4,1,5,3,3,4,1,3,4,1,5,2,2,4,4,1,3,1,5,2
