id,prime_id,student_id,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,prob10,prob11,prob12,prob13,prob14,prob15,prob16,prob17,prob18,prob19,prob20,prob21,prob22,prob23,prob24,prob25,prob26,prob27,prob28,prob29,prob30,prob31,prob32,prob33,prob34,prob35,prob36,prob37,prob38,prob39,prob40
7722,30,1931,4,2,1,2,1,2,5,2,1,3,5,4,2,1,4,5,4,3,3,2,3,3,5,2,5,2,5,4,2,5,4,5,4,3,3,2,3,3,1,5
7723,31,1931,2,2,1,2,4,3,1,5,4,3,5,1,5,4,1,1,4,5,5,3,5,2,3,1,4,3,1,2,2,5,4,4,2,3,1,2,1,3,4,1
7724,32,1931,1,4,4,3,1,1,1,4,4,2,3,1,3,1,3,3,2,2,4,2,4,3,2,2,2,,,,,,,,,,,,,,,
7725,29,1932,4,3,3,4,1,1,1,3,1,4,2,3,4,1,1,3,5,4,1,4,4,1,2,3,3,4,2,3,4,1,4,3,3,4,4,1,2,3,5,2
7726,30,1932,4,2,1,2,1,5,3,2,1,3,5,4,2,2,4,3,4,2,3,5,3,1,5,2,5,5,5,2,2,4,3,3,4,5,3,4,3,3,3,3
7727,31,1932,2,1,1,1,4,3,1,1,4,5,5,2,5,3,4,3,4,1,5,3,3,2,3,2,4,3,1,2,5,3,4,3,3,3,3,3,1,1,4,2
7728,32,1932,3,4,2,3,1,3,1,4,4,2,3,3,4,3,3,3,4,2,4,3,1,2,3,2,3,,,,,,,,,,,,,,,
7729,29,1933,4,3,3,4,1,1,1,3,5,2,2,2,4,1,1,5,1,4,4,4,2,1,2,3,3,5,2,3,4,4,2,2,5,4,4,1,1,2,2,2
7730,30,1933,4,2,1,2,2,2,3,2,1,3,5,4,4,4,4,5,4,2,3,2,1,3,5,2,4,5,5,2,3,1,5,5,4,5,3,3,3,2,1,5
7731,31,1933,5,1,1,1,4,5,1,3,2,3,5,2,4,3,2,2,4,5,5,3,2,2,3,2,4,3,1,2,5,5,4,1,4,5,4,4,1,1,4,4
7732,32,1933,2,1,2,4,2,1,3,4,4,2,3,4,4,3,1,3,1,2,4,3,1,2,3,2,1,,,,,,,,,,,,,,,
7733,29,1934,4,3,3,4,1,4,2,5,5,3,2,3,4,1,1,3,5,5,1,4,5,1,4,3,5,4,5,4,5,4,2,2,3,4,2,1,2,1,5,2
7734,30,1934,4,2,1,2,1,2,5,2,1,3,5,4,2,2,4,5,4,3,2,12,3,3,3,2,5,3,5,1,3,1,2,5,5,5,3,4,3,2,1,5
7735,31,1934,2,1,1,2,4,3,1,5,4,5,5,2,5,3,2,2,2,2,5,3,3,5,3,4,4,3,1,2,4,4,4,1,2,4,4,2,2,2,4,4
7736,32,1934,2,4,2,3,1,2,3,1,4,2,4,1,3,3,1,3,1,2,4,3,3,2,1,1,1,,,,,,,,,,,,,,,
7737,29,1935,4,3,3,4,2,4,2,5,1,4,2,2,4,2,5,2,3,2,1,4,4,1,2,3,5,4,4,2,4,4,1,3,3,2,4,1,3,1,2,2
7738,30,1935,4,2,1,5,1,2,3,1,1,3,5,4,2,2,1,5,4,2,4,2,3,3,5,2,5,2,4,3,3,1,5,3,4,5,3,4,3,4,2,5
7739,31,1935,2,1,1,2,4,3,1,4,2,4,5,2,5,4,4,4,4,5,5,3,3,2,3,4,4,3,1,2,4,4,4,3,4,4,4,5,5,1,3,3
7740,32,1935,2,2,2,3,1,1,3,4,4,2,3,3,3,3,1,3,1,2,4,3,1,2,4,2,4,,,,,,,,,,,,,,,
7741,29,1936,4,3,1,4,3,4,1,5,5,3,2,2,4,2,1,5,2,4,1,4,4,1,2,2,5,2,2,3,4,1,3,3,5,3,4,1,1,3,3,4
7742,30,1936,4,2,1,2,1,2,3,3,1,3,5,4,2,2,4,5,4,3,4,3,3,3,1,2,5,3,5,2,3,5,3,3,1,5,3,4,3,3,2,3
7743,31,1936,2,1,1,1,5,3,1,4,2,3,5,2,5,1,3,1,4,5,5,3,3,2,3,2,4,3,1,2,3,3,3,3,3,3,4,4,5,1,4,3
7744,32,1936,2,2,2,4,1,1,1,4,4,2,3,4,4,3,3,3,1,2,4,4,1,2,4,2,4,,,,,,,,,,,,,,,
7745,29,1937,4,3,3,4,3,4,1,5,5,5,2,2,4,2,1,5,1,2,1,4,3,1,3,1,3,4,3,3,4,1,5,1,3,4,4,4,2,4,5,5
7746,30,1937,4,2,2,2,1,2,3,1,1,3,5,4,2,2,4,5,4,2,4,5,3,3,5,4,5,1,5,2,3,4,4,5,5,3,5,1,3,2,1,2
7747,31,1937,2,1,1,2,4,3,4,4,1,5,3,2,4,1,1,4,4,5,5,2,3,2,3,2,4,3,1,2,4,4,4,4,5,4,3,1,3,1,4,3
7748,32,1937,2,1,2,3,2,1,1,4,4,2,3,4,4,3,2,3,1,2,4,3,1,2,3,2,1,,,,,,,,,,,,,,,
7749,29,1938,4,3,3,4,3,4,3,3,5,5,2,2,4,2,3,5,1,0,1,4,4,1,3,3,5,0,2,0,1,4,5,0,1,4,4,1,3,1,5,2
7750,30,1938,4,2,1,1,1,4,3,2,1,1,5,4,2,2,1,3,4,5,0,5,3,3,5,2,5,3,2,2,3,5,2,3,4,5,2,1,3,2,5,0
7751,31,1938,2,1,1,2,4,3,1,0,2,3,5,2,5,3,4,2,4,5,5,3,3,2,3,2,4,3,1,3,0,5,0,1,2,4,0,5,5,1,4,3
7752,32,1938,1,1,4,4,2,4,2,4,4,3,3,3,4,1,1,3,1,2,4,3,4,3,4,2,2,,,,,,,,,,,,,,,
7753,29,1939,4,3,3,4,1,4,2,3,1,4,2,3,4,2,1,5,2,4,1,4,3,1,3,2,3,4,2,3,4,1,4,4,3,2,4,4,4,2,5,2
7754,30,1939,4,2,1,2,2,2,3,2,1,3,5,4,2,2,4,5,4,3,4,5,3,3,5,2,5,3,5,4,3,1,4,3,4,5,3,0,3,2,1,5
7755,31,1939,2,2,1,2,3,3,1,4,2,4,3,5,3,4,3,3,4,4,5,5,3,3,3,3,4,3,1,2,5,3,4,4,2,4,4,4,3,1,4,3
7756,32,1939,3,4,4,3,2,2,1,4,4,2,3,4,4,3,4,3,4,4,4,2,3,3,4,2,2,,,,,,,,,,,,,,,
7757,29,1940,4,3,3,4,1,1,2,3,5,1,2,2,4,2,1,2,1,4,2,4,4,1,2,3,4,1,2,3,1,4,2,4,3,5,4,1,1,3,5,2
7758,30,1940,4,2,1,2,1,4,3,1,1,3,5,4,4,2,1,5,4,4,1,2,3,3,5,2,5,3,5,3,1,4,4,5,4,2,3,4,3,2,1,5
7759,31,1940,2,1,1,2,4,3,1,5,2,5,4,4,5,4,1,2,4,3,5,3,3,2,3,2,4,3,1,1,4,3,2,5,1,4,1,4,5,1,3,4
7760,32,1940,2,4,2,4,1,1,3,4,4,2,3,3,4,1,1,3,1,2,4,3,1,2,3,2,2,,,,,,,,,,,,,,,
7761,29,1941,4,4,1,4,3,1,1,3,5,1,2,2,4,2,1,5,1,4,1,4,4,1,3,3,5,2,2,4,4,1,4,1,5,4,4,1,1,1,5,5
7762,30,1941,4,2,4,2,1,4,3,2,1,3,5,4,2,2,4,3,4,3,4,2,3,1,5,2,4,1,5,2,2,5,3,3,4,4,3,4,3,3,1,4
7763,31,1941,2,1,1,5,4,3,4,3,1,3,3,2,4,3,2,2,4,1,5,3,3,2,3,2,4,3,1,2,4,3,4,1,2,2,2,1,5,1,4,3
7764,32,1941,1,1,2,4,2,1,2,4,4,2,3,3,3,2,1,3,4,2,4,3,1,2,2,2,1,,,,,,,,,,,,,,,
7765,29,1942,4,4,1,4,4,1,1,4,3,5,3,3,4,2,1,5,1,4,1,4,4,1,5,3,5,1,1,3,4,4,4,4,3,3,4,1,3,1,5,2
7766,30,1942,5,2,1,2,2,4,3,2,1,3,5,4,4,4,4,5,4,3,4,2,2,3,5,1,5,3,2,2,3,5,5,4,4,5,3,4,3,2,1,5
7767,31,1942,2,1,1,5,4,3,1,4,3,5,4,2,2,3,4,1,4,5,5,3,3,2,3,2,4,3,1,2,5,4,1,3,4,4,4,5,1,1,2,3
7768,32,1942,2,1,2,1,1,1,4,4,4,1,3,3,4,1,3,4,1,1,4,3,1,2,4,2,1,,,,,,,,,,,,,,,
7769,29,1943,4,3,3,4,1,1,2,3,4,2,2,2,3,2,1,5,1,4,1,4,4,1,5,3,5,1,3,3,4,1,1,1,5,1,4,1,1,1,5,2
7770,30,1943,4,4,1,2,1,4,3,2,2,1,5,4,4,4,4,5,4,2,4,2,3,2,5,2,4,5,5,2,3,1,4,4,1,5,3,5,3,2,5,2
7771,31,1943,2,1,1,5,4,3,1,2,4,4,4,4,4,4,4,4,4,4,5,3,3,2,3,3,4,3,1,2,4,5,3,5,2,3,1,5,5,1,4,4
7772,32,1943,2,1,2,4,1,1,4,4,4,4,3,4,4,3,2,3,2,2,4,4,1,2,4,2,4,,,,,,,,,,,,,,,
7773,29,1944,4,3,3,4,4,1,1,5,1,2,3,3,4,2,1,5,1,4,1,4,4,1,2,3,3,3,2,3,4,4,3,3,3,4,4,1,2,1,5,2
7774,30,1944,4,2,1,2,1,2,3,2,1,2,5,4,5,2,4,5,4,3,4,5,3,3,1,2,5,3,3,2,3,4,4,5,5,3,5,5,5,5,5,5
7775,31,1944,1,4,1,5,4,3,1,5,4,4,4,2,4,4,3,5,4,5,5,3,2,2,3,5,4,3,1,2,5,4,1,1,3,5,5,1,1,1,4,3
7776,32,1944,2,3,2,3,2,1,3,4,4,2,3,4,3,3,3,3,2,2,4,3,1,2,3,2,3,,,,,,,,,,,,,,,
7777,29,1945,4,3,3,1,4,5,1,5,4,3,2,2,4,1,1,5,1,4,1,4,3,1,2,3,5,2,2,2,4,1,1,2,5,4,4,1,1,1,5,2
7778,30,1945,4,2,1,5,2,4,5,2,1,3,5,2,2,1,5,5,4,3,4,2,3,3,2,2,5,1,1,2,3,1,3,1,4,5,3,3,3,2,5,3
7779,31,1945,2,1,5,2,1,3,1,3,2,5,5,2,1,3,4,2,4,5,5,2,3,2,3,3,4,3,4,2,4,4,3,3,1,4,4,4,1,1,4,3
7780,32,1945,1,1,2,3,4,1,3,4,4,2,3,4,4,3,1,3,1,1,4,3,1,1,4,2,2,,,,,,,,,,,,,,,
7781,29,1946,4,3,3,1,3,4,3,3,5,5,2,3,4,2,1,5,3,4,1,4,4,1,1,2,5,5,5,3,4,4,1,2,3,4,4,1,1,4,5,1
7782,30,1946,4,2,3,2,4,2,3,1,1,3,5,4,2,2,5,3,4,2,3,2,3,3,5,2,5,3,5,5,3,1,4,5,3,3,3,4,3,2,1,2
7783,31,1946,2,1,1,2,4,3,1,2,2,3,5,3,4,4,4,1,4,5,5,3,3,2,3,2,4,3,1,2,4,4,2,4,5,3,1,4,5,1,1,2
7784,32,1946,3,1,2,4,3,1,3,4,4,2,3,4,3,3,2,3,1,2,4,3,1,2,2,2,1,,,,,,,,,,,,,,,
7785,29,1947,4,3,3,1,3,4,1,3,1,3,2,3,4,2,1,5,1,4,1,3,4,1,2,2,3,1,2,2,1,1,2,4,3,4,4,1,3,1,5,2
7786,30,1947,4,4,1,2,1,2,3,2,2,1,4,4,2,1,4,5,4,2,4,5,3,3,5,4,5,3,5,4,3,1,4,3,4,5,3,4,3,2,1,3
7787,31,1947,2,1,1,2,4,3,2,3,4,3,5,2,5,2,3,1,4,5,5,2,5,2,3,3,4,3,1,2,5,5,1,1,5,4,1,2,4,1,4,4
7788,32,1947,2,1,2,3,4,1,3,4,4,2,3,2,4,3,2,3,1,2,4,3,4,2,3,2,4,,,,,,,,,,,,,,,
7789,29,1948,4,3,1,4,5,1,1,5,5,5,4,1,4,2,1,4,5,4,2,4,2,1,2,5,5,3,4,4,4,4,4,2,2,4,4,1,2,1,5,2
7790,30,1948,4,2,1,2,1,2,3,2,1,3,5,4,2,4,4,5,4,5,4,2,3,3,5,2,5,3,5,1,3,1,2,5,4,5,3,4,3,5,2,5
7791,31,1948,2,1,1,2,1,3,1,1,4,4,5,2,5,5,4,3,4,5,5,3,3,2,3,2,4,5,1,3,4,5,4,4,2,4,2,3,5,4,4,3
7792,32,1948,2,4,2,3,3,2,3,4,4,2,3,4,1,1,3,3,1,2,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
7793,29,1949,4,3,1,4,1,1,1,3,5,4,4,4,4,2,1,5,1,4,1,4,4,1,2,1,3,4,2,3,4,4,4,4,3,4,2,4,3,4,5,2
7794,30,1949,4,2,1,2,1,2,3,2,1,3,5,4,4,4,1,5,4,5,4,4,3,3,5,2,4,1,5,2,3,1,4,4,5,4,4,4,4,4,4,4
7795,31,1949,2,1,1,2,4,3,1,4,2,4,4,4,5,1,4,4,4,1,5,3,3,2,3,3,4,3,1,2,5,4,4,1,4,4,4,4,4,1,3,5
7796,32,1949,1,1,2,4,2,1,3,4,4,2,4,1,4,3,4,3,1,1,4,3,1,2,3,2,1,,,,,,,,,,,,,,,
7797,29,1950,4,3,3,4,1,4,1,3,5,5,2,2,4,2,1,4,1,4,1,4,3,1,2,3,5,5,5,5,5,1,1,2,3,4,5,5,5,5,5,5
7798,30,1950,4,2,1,2,1,2,3,1,1,3,5,4,2,2,5,3,4,2,4,5,3,1,5,2,5,3,2,2,3,1,5,5,5,5,5,5,5,5,5,5
7799,31,1950,2,1,1,1,4,3,1,4,3,5,4,2,5,2,4,3,4,5,5,3,3,2,3,3,4,4,1,2,4,5,2,2,2,2,2,2,2,2,2,2
7800,32,1950,3,4,2,2,2,1,1,3,4,2,3,4,4,1,1,3,3,2,4,3,1,2,4,3,3,,,,,,,,,,,,,,,
7801,29,1951,4,2,5,4,1,4,2,5,5,3,2,2,4,2,1,3,1,4,1,4,4,1,2,1,3,5,2,3,4,4,1,2,3,4,4,1,3,1,5,2
7802,30,1951,4,2,1,2,1,1,5,3,2,3,5,4,5,1,2,5,4,3,3,5,3,3,5,2,2,5,5,1,3,1,2,5,4,2,2,5,1,2,1,1
7803,31,1951,1,1,1,2,4,3,1,5,4,3,2,2,3,3,4,1,4,5,5,3,5,5,3,3,4,3,1,2,4,4,2,1,2,5,1,2,5,1,4,5
7804,32,1951,2,1,2,4,2,1,3,4,4,2,3,4,4,1,1,3,1,2,4,3,3,2,3,4,1,,,,,,,,,,,,,,,
7805,29,1952,4,4,1,4,4,1,2,3,1,2,2,2,4,1,3,5,3,3,1,4,4,1,5,5,3,1,2,3,4,1,1,5,2,2,4,1,2,2,3,2
7806,30,1952,4,2,1,2,1,2,3,2,1,3,5,4,2,4,4,4,4,3,3,2,3,1,5,2,5,3,5,2,3,1,4,5,4,4,3,3,3,2,1,2
7807,31,1952,2,1,1,4,4,3,1,4,2,3,4,1,4,3,4,4,4,5,5,3,3,2,3,5,4,3,1,2,5,3,4,4,5,4,1,1,3,3,4,4
7808,32,1952,2,4,2,4,1,1,3,4,4,2,3,3,4,1,1,3,1,2,4,3,1,2,3,2,1,,,,,,,,,,,,,,,
7809,29,1953,4,3,3,4,5,1,1,5,1,5,5,5,4,1,1,5,1,4,2,4,4,1,2,3,5,4,2,3,4,1,5,5,3,5,4,1,2,5,5,5
7810,30,1953,4,4,1,2,1,4,3,1,1,3,5,4,2,4,4,5,4,2,4,5,3,1,5,2,5,5,5,2,4,5,4,4,1,4,2,4,3,2,1,5
7811,31,1953,2,1,1,2,2,3,1,5,4,1,5,2,2,5,5,5,4,5,5,3,3,2,3,2,4,3,1,2,4,3,5,4,2,5,2,5,5,5,4,3
7812,32,1953,2,4,3,4,2,1,2,4,4,2,3,4,4,3,1,3,4,2,3,3,1,2,2,3,3,,,,,,,,,,,,,,,
7813,29,1954,4,3,5,4,3,4,2,5,5,1,2,3,4,2,1,5,1,4,1,4,2,1,5,5,5,4,2,3,1,1,1,1,1,4,4,1,1,3,5,2
7814,30,1954,4,2,1,2,1,1,3,2,1,1,5,5,2,2,4,3,4,5,4,2,3,3,3,2,4,4,5,2,3,1,4,4,1,5,3,4,3,2,5,4
7815,31,1954,1,1,1,2,4,2,1,5,4,4,5,2,5,3,4,4,4,4,5,2,5,2,3,3,4,3,1,2,4,4,3,5,2,2,2,4,2,1,4,1
7816,32,1954,2,4,2,3,2,1,1,4,4,2,3,4,4,3,3,3,1,2,4,2,4,2,2,3,3,,,,,,,,,,,,,,,
7817,29,1955,4,3,3,4,1,4,2,3,5,3,2,3,4,2,1,4,1,4,4,4,4,1,5,3,5,3,2,3,4,4,3,2,3,3,4,1,1,1,5,3
7818,30,1955,4,2,1,2,1,5,3,2,1,3,3,4,2,2,3,5,4,3,3,4,3,3,5,1,5,4,5,2,3,5,4,3,4,5,3,4,3,2,1,3
7819,31,1955,2,2,5,2,4,3,1,3,3,3,3,3,5,3,4,3,4,5,5,3,3,2,3,2,4,3,1,4,4,4,3,3,3,3,3,3,4,2,4,3
7820,32,1955,1,1,2,3,4,1,1,2,4,2,3,3,4,3,4,3,1,2,4,3,3,2,2,1,4,,,,,,,,,,,,,,,
7821,29,1956,4,3,1,4,4,4,1,5,1,5,2,2,4,2,1,5,1,4,1,4,4,1,4,3,5,2,2,3,4,1,2,2,3,4,4,1,2,1,3,2
7822,30,1956,4,4,1,2,1,4,3,2,2,3,5,4,2,5,4,5,4,5,3,4,3,3,5,2,1,2,5,1,3,5,1,5,3,5,2,5,3,2,5,4
7823,31,1956,2,1,1,2,5,2,1,2,4,4,5,2,2,3,4,1,4,5,2,3,2,5,3,3,4,3,1,2,4,4,3,1,5,4,3,3,5,1,4,5
7824,32,1956,2,1,2,3,2,1,3,4,4,4,4,3,4,3,3,3,1,2,4,4,2,2,3,2,4,,,,,,,,,,,,,,,
7825,29,1957,4,3,3,4,1,1,3,5,1,3,2,3,4,2,1,3,1,4,1,4,4,1,2,3,5,2,4,3,1,1,3,2,3,4,4,1,1,1,3,2
7826,30,1957,4,5,2,2,1,3,3,1,1,3,5,4,5,2,5,5,4,3,4,2,3,3,5,2,5,3,1,4,2,5,4,5,4,5,2,3,3,2,1,3
7827,31,1957,2,1,1,1,2,3,1,5,4,2,4,2,5,5,4,1,4,5,5,3,5,2,3,3,4,3,1,2,1,4,2,5,5,4,1,4,5,1,1,4
7828,32,1957,2,1,2,1,1,1,3,4,4,3,3,4,4,2,1,3,1,2,4,3,1,2,4,2,1,,,,,,,,,,,,,,,
7829,29,1958,4,3,1,4,3,4,2,5,2,2,4,4,4,2,1,5,1,4,1,4,4,1,5,3,5,4,2,3,1,1,4,4,3,4,4,1,2,5,5,2
7830,30,1958,4,2,1,2,1,2,3,3,1,3,5,4,2,2,4,5,4,3,3,2,3,3,5,4,5,3,5,3,2,5,4,3,4,5,3,2,4,4,1,5
7831,31,1958,2,2,5,2,3,3,2,5,2,5,3,2,5,2,4,4,4,5,5,2,3,2,3,3,4,3,1,5,4,4,4,5,2,5,1,2,1,1,4,3
7832,32,1958,2,4,2,1,3,1,3,4,4,1,3,4,1,3,3,3,1,1,4,4,3,2,3,2,1,,,,,,,,,,,,,,,
7833,29,1959,4,3,3,4,3,1,2,3,1,5,2,2,4,2,1,4,1,4,1,4,5,1,2,3,5,1,3,3,4,4,5,3,5,4,4,1,1,1,5,2
7834,30,1959,4,2,1,2,2,2,3,2,1,3,5,4,2,2,5,5,4,3,3,2,3,3,5,4,2,3,1,2,3,5,4,3,3,1,3,4,3,2,1,5
7835,31,1959,2,1,1,2,4,2,1,1,4,3,2,2,5,1,3,1,1,4,5,3,5,2,3,1,4,3,1,2,4,3,3,1,2,3,3,3,3,1,1,1
7836,32,1959,3,4,2,1,2,1,3,4,4,2,3,3,4,3,3,3,4,2,4,3,3,2,3,2,4,,,,,,,,,,,,,,,
7837,29,1960,4,3,3,4,1,1,2,3,1,5,2,3,4,2,5,5,1,2,1,4,4,1,5,2,5,1,2,3,4,1,4,4,3,5,4,1,1,1,5,2
7838,30,1960,4,2,1,2,1,1,3,2,1,3,5,4,3,4,4,4,4,3,3,3,3,3,5,1,5,2,2,3,3,1,3,3,4,5,3,4,4,3,3,2
7839,31,1960,2,1,1,2,4,3,1,3,2,3,1,2,2,1,1,2,4,5,5,3,3,2,3,2,4,3,1,2,5,3,3,1,5,5,4,4,5,1,4,3
7840,32,1960,3,1,2,3,3,1,3,4,4,2,3,4,4,3,1,3,4,2,4,3,1,2,3,3,4,,,,,,,,,,,,,,,
7841,29,1961,4,3,3,4,3,1,2,5,4,5,2,2,4,2,2,5,1,4,1,4,4,1,2,3,5,4,3,3,4,4,5,4,3,4,4,1,2,1,3,2
7842,30,1961,4,2,1,1,1,2,3,2,1,1,5,4,2,2,5,5,4,1,2,5,3,2,5,4,5,3,5,5,3,3,5,5,4,5,3,4,3,5,1,2
7843,31,1961,2,4,1,2,4,2,2,5,2,3,3,2,4,4,3,2,5,1,5,3,3,5,3,3,4,3,1,2,4,5,5,3,2,4,2,4,5,1,4,1
7844,32,1961,1,1,2,4,3,1,1,4,4,2,3,2,4,1,3,3,4,2,4,3,4,4,4,2,1,,,,,,,,,,,,,,,
7845,29,1962,4,3,3,4,1,1,2,5,4,3,2,2,4,2,1,4,5,4,1,4,4,1,5,3,3,4,2,3,4,2,1,2,2,4,4,1,1,1,5,2
7846,30,1962,4,2,1,2,1,4,3,1,1,3,5,1,2,2,5,5,4,2,3,2,3,3,5,2,4,1,3,2,3,5,1,5,4,2,2,3,2,5,5,4
7847,31,1962,1,2,1,5,4,3,1,3,2,3,4,2,3,2,3,1,4,4,5,3,5,2,3,2,4,3,1,2,4,4,2,1,2,4,2,3,5,1,4,3
7848,32,1962,2,4,2,3,2,1,4,4,4,4,3,4,3,3,3,3,1,2,4,3,1,2,1,2,1,,,,,,,,,,,,,,,
7849,29,1963,4,4,3,4,3,1,2,3,1,2,2,1,4,1,5,5,1,4,2,4,4,1,5,3,5,2,2,3,1,1,2,2,3,2,2,2,3,1,5,2
7850,30,1963,4,4,1,2,1,5,3,1,1,1,5,4,2,1,4,5,4,3,5,5,3,3,4,2,5,3,5,2,3,1,2,2,5,5,3,1,3,3,2,2
7851,31,1963,2,1,5,1,3,3,1,1,2,5,5,2,5,4,1,4,4,5,5,3,3,2,3,2,4,3,1,2,4,4,4,1,4,4,4,4,5,1,4,4
7852,32,1963,2,4,2,4,1,1,3,4,4,4,3,3,3,2,1,3,1,2,4,3,1,2,4,2,4,,,,,,,,,,,,,,,
7853,29,1964,4,3,4,4,3,4,1,3,5,3,2,2,4,2,1,3,1,5,1,4,3,1,5,3,5,4,2,3,4,2,1,5,5,4,3,3,5,3,5,2
7854,30,1964,4,2,1,3,1,4,3,2,1,3,5,4,2,2,4,5,4,3,4,0,5,3,5,2,3,2,2,2,4,1,3,5,3,3,3,2,4,4,4,4
7855,31,1964,2,1,1,5,4,3,1,4,2,3,5,2,2,3,4,1,4,3,5,5,2,2,3,3,4,3,1,2,4,5,3,3,3,5,3,2,5,4,4,3
7856,32,1964,2,4,4,4,1,1,2,4,4,2,3,3,4,3,1,3,1,2,4,3,1,2,3,2,1,,,,,,,,,,,,,,,
7857,29,1965,4,3,1,4,1,4,1,5,5,3,2,2,4,1,5,5,1,4,1,4,3,1,2,3,3,5,2,2,4,1,2,2,3,4,4,1,1,1,5,2
7858,30,1965,4,2,1,4,1,4,3,2,4,2,5,4,2,1,4,5,4,3,3,5,3,3,3,4,5,5,5,3,3,1,2,2,4,2,3,1,3,2,2,4
7859,31,1965,2,1,1,5,4,3,1,3,2,3,3,2,3,4,2,3,4,5,5,3,3,2,3,5,4,3,2,4,4,3,3,2,2,3,3,3,1,1,4,2
7860,32,1965,2,3,2,4,1,1,1,2,4,2,4,4,3,3,3,3,2,1,4,4,3,2,3,2,3,,,,,,,,,,,,,,,
7861,29,1966,4,3,3,4,3,1,2,3,5,2,2,2,4,1,1,2,1,4,1,4,4,1,5,5,5,5,2,3,4,4,4,4,3,1,4,2,1,1,5,2
7862,30,1966,4,2,1,2,1,2,3,2,1,3,5,4,3,3,1,3,2,5,4,2,3,3,2,4,5,3,5,2,3,1,5,5,5,5,3,4,3,2,3,3
7863,31,1966,2,1,1,2,1,2,1,5,2,3,5,2,5,5,4,2,1,5,3,3,3,5,3,2,4,3,2,1,2,5,2,3,2,4,4,4,5,1,4,3
7864,32,1966,2,1,2,3,1,1,1,4,4,2,3,3,4,3,1,3,1,2,4,3,1,1,3,2,2,,,,,,,,,,,,,,,
7865,29,1967,4,5,4,4,4,1,2,2,4,3,2,2,4,2,2,5,1,4,1,4,3,1,2,3,3,4,4,2,1,4,1,3,5,3,4,1,1,1,5,2
7866,30,1967,4,2,1,2,2,5,3,1,1,3,5,1,4,2,5,5,4,3,3,5,3,3,5,5,2,4,3,2,5,4,2,5,1,5,3,5,3,5,1,5
7867,31,1967,2,1,5,2,4,3,1,3,2,5,3,2,5,3,3,3,4,5,5,3,4,2,3,1,4,3,1,2,5,4,3,1,5,3,1,3,5,1,4,3
7868,32,1967,4,1,2,3,4,1,1,3,3,4,3,1,4,2,2,1,2,1,4,4,4,1,2,3,2,,,,,,,,,,,,,,,
7869,29,1968,4,3,4,4,1,4,2,3,5,3,1,3,4,2,1,4,2,2,2,4,2,1,2,2,5,3,4,3,4,4,5,2,3,4,4,1,2,1,3,2
7870,30,1968,4,2,1,2,1,3,3,2,1,3,5,1,2,2,4,5,4,1,3,2,5,3,5,2,5,2,5,2,3,1,4,1,1,5,3,4,3,2,5,2
7871,31,1968,2,1,1,5,2,3,1,3,2,3,3,2,2,4,3,1,4,5,5,3,3,2,3,3,4,5,1,4,4,3,2,3,3,5,4,4,5,1,4,3
7872,32,1968,2,1,2,4,2,1,3,4,4,2,1,3,4,3,1,3,1,2,4,3,3,2,3,2,4,,,,,,,,,,,,,,,
7873,29,1969,4,3,3,4,4,3,1,5,2,3,2,3,4,2,1,5,5,4,1,4,4,1,2,2,3,3,2,5,4,1,2,3,3,4,4,1,2,2,5,2
7874,30,1969,4,2,1,2,1,4,3,2,5,3,5,2,2,2,4,5,4,2,4,5,3,3,5,2,5,5,1,2,4,1,4,5,4,4,2,5,3,4,5,4
7875,31,1969,2,1,1,3,4,3,2,5,5,3,5,2,4,5,4,5,4,4,3,3,3,2,3,5,4,3,1,3,5,5,5,1,5,4,1,5,5,1,4,3
7876,32,1969,2,2,4,3,2,1,2,4,3,2,4,4,4,2,4,3,1,2,4,3,3,3,4,2,1,,,,,,,,,,,,,,,
7877,29,1970,4,3,4,4,1,1,2,5,5,5,4,5,4,1,1,2,1,4,1,4,4,1,5,3,3,4,2,3,4,4,1,5,2,4,4,1,2,1,5,2
7878,30,1970,4,2,1,2,1,2,3,2,1,2,5,5,2,2,4,5,3,2,2,1,3,3,4,2,5,3,4,2,1,5,4,5,2,2,2,2,2,2,2,2
7879,31,1970,2,2,1,5,4,3,1,5,5,2,5,2,3,3,5,1,4,5,5,3,5,2,3,3,4,3,1,2,5,5,5,5,5,5,2,5,1,1,4,3
7880,32,1970,1,1,2,4,3,1,4,4,1,3,3,2,1,1,3,1,2,1,4,2,3,2,3,2,1,,,,,,,,,,,,,,,
7881,29,1971,4,3,3,4,4,4,2,3,3,1,2,3,4,2,1,4,5,4,1,4,4,1,2,1,3,5,2,3,4,4,1,2,5,4,4,1,2,4,5,2
7882,30,1971,4,2,1,2,1,3,4,2,1,3,4,4,2,2,1,4,4,3,5,2,3,3,5,2,1,3,5,1,3,1,4,3,1,2,3,5,3,5,1,2
7883,31,1971,2,1,1,5,3,2,1,3,3,35,3,4,3,4,4,3,4,5,5,3,4,2,3,2,4,3,1,2,4,4,3,1,3,3,4,4,2,1,1,4
7884,32,1971,2,1,2,4,3,1,3,4,4,2,3,4,4,3,1,3,4,2,4,3,3,2,4,2,1,,,,,,,,,,,,,,,
7885,29,1972,4,4,3,4,3,4,2,5,5,5,2,5,4,2,1,4,1,2,1,4,4,1,2,3,5,1,2,3,4,1,2,2,5,4,4,1,1,1,5,2
